branchNo,branch_fbus,branch_tbus,branch_b,branch_rateA,branch_rateC
631, 7895, 1448, -24.8139, 0, 0
632, 7895, 115, -30.3030, 0, 0
633, 5589, 4306, -5000.0000, 657, 0
634, 5589, 1763, -5000.0000, 657, 0
635, 5589, 3697, -27.3973, 1545, 0
636, 5589, 3794, -84.7458, 1644, 0
637, 5589, 3613, -74.6269, 1381, 0
638, 5589, 1502, -50.7614, 1447, 0
639, 5589, 6555, -17.3310, 1677, 0
640, 5589, 3608, -28.8184, 1513, 0
641, 1001, 4134, -833.3333, 0, 0
642, 1001, 1979, -1000.0000, 0, 0
643, 1001, 516, -1428.5714, 529, 0
644, 1001, 3580, -1250.0000, 529, 0
645, 1001, 3809, -48.0769, 414, 0
646, 1001, 5616, -36.1011, 453, 0
647, 1001, 5616, -47.8469, 472, 0
648, 1001, 6697, -33.2226, 414, 0
649, 1001, 7165, -153.8462, 0, 0
650, 1001, 892, -140.8451, 472, 0
651, 7438, 5334, -68.4932, 0, 0
652, 7438, 1526, -81.9672, 395, 0
653, 1301, 6952, -27.3973, 300, 0
654, 1301, 6952, -26.5252, 0, 0
655, 1301, 6952, -28.2486, 529, 0
656, 1301, 7883, -333.3333, 0, 0
657, 1301, 6430, -163.9344, 414, 0
658, 778, 7209, -34.6021, 0, 0
659, 778, 1910, -140.8451, 0, 0
660, 778, 6820, -277.7778, 0, 0
661, 778, 3071, -32.2581, 0, 0
662, 5297, 6267, -1428.5714, 433, 0
663, 3657, 3855, -1428.5714, 529, 0
664, 3657, 3855, -1428.5714, 491, 0
665, 3657, 2928, -400.0000, 395, 0
666, 3657, 2928, -416.6667, 376, 0
667, 3657, 1172, -416.6667, 491, 0
668, 3657, 9191, -153.8462, 453, 0
669, 3657, 8722, -166.6667, 414, 0
670, 6472, 5362, -555.5556, 529, 0
671, 6472, 3962, -416.6667, 0, 0
672, 1198, 1343, -129.8701, 657, 0
673, 1198, 29, -63.2911, 1118, 0
674, 7473, 3680, -31.0559, 0, 0
675, 7473, 96, -58.4795, 357, 0
676, 7473, 1868, -80.6452, 0, 0
677, 346, 3184, -212.7660, 0, 0
678, 346, 6570, -200.0000, 376, 0
679, 3184, 4728, -85.4701, 0, 0
680, 2654, 7886, -31.4465, 376, 0
681, 2654, 2132, -41.6667, 510, 0
682, 4144, 8874, -90.9091, 357, 0
683, 4144, 1625, -169.4915, 281, 0
684, 4144, 1625, -169.4915, 0, 0
685, 4144, 3786, -80.0000, 433, 0
686, 4144, 3786, -70.9220, 395, 0
687, 3422, 4100, -1428.5714, 0, 0
688, 6624, 4419, -2000.0000, 1776, 0
689, 6624, 7159, -1666.6667, 1710, 0
690, 6624, 3661, -1666.6667, 1677, 0
691, 6624, 5486, -2000.0000, 1776, 0
692, 6624, 4231, -45.4545, 1282, 0
693, 6624, 4231, -48.5437, 1545, 0
694, 6624, 6921, -56.8182, 1611, 0
695, 6624, 432, -106.3830, 1381, 0
696, 6624, 432, -90.0901, 1381, 0
697, 6624, 432, -88.4956, 1348, 0
698, 3353, 6887, -172.4138, 300, 0
699, 2479, 2050, -169.4915, 1809, 0
700, 2479, 2050, -149.2537, 1809, 0
701, 5482, 8704, -156.2500, 472, 0
702, 5482, 8704, -138.8889, 491, 0
703, 5482, 4710, -43.6681, 433, 0
704, 5482, 1295, -39.6825, 300, 0
705, 5482, 1910, -47.3934, 281, 0
706, 5482, 2985, -11.2867, 376, 0
707, 5482, 5853, -400.0000, 300, 0
708, 5482, 7824, -60.9756, 472, 0
709, 5482, 3071, -588.2353, 338, 0
710, 4525, 195, -15.1976, 0, 0
711, 9066, 7367, -46.9484, 414, 0
712, 9066, 9155, -13.3869, 0, 0
713, 9066, 6357, -19.1571, 300, 0
714, 7886, 3126, -25.1889, 395, 0
715, 7886, 8564, -151.5152, 357, 0
716, 7886, 5567, -40.4858, 281, 0
717, 6416, 3069, -49.0196, 453, 0
718, 6416, 3876, -322.5806, 338, 0
719, 6416, 8804, -76.9231, 376, 0
720, 6416, 8804, -75.7576, 395, 0
721, 7831, 4550, -178.5714, 1183, 0
722, 7831, 4125, -55.2486, 1513, 0
723, 7831, 3346, -35.0877, 920, 0
724, 5525, 2377, -13.8504, 300, 0
725, 5525, 1401, -39.0625, 300, 0
726, 5525, 2850, -20.2840, 376, 0
727, 5525, 2430, -20.0000, 300, 0
728, 5525, 9164, -19.5695, 395, 0
729, 8511, 1033, -833.3333, 300, 0
730, 8511, 6178, -1000.0000, 357, 0
731, 3400, 980, -769.2308, 433, 0
732, 2101, 4598, -84.0336, 1545, 0
733, 2101, 4541, -84.7458, 0, 0
734, 2101, 5144, -232.5581, 0, 0
735, 3919, 2129, -85.4701, 1644, 0
736, 3919, 4541, -95.2381, 1710, 0
737, 3919, 3513, -238.0952, 0, 0
738, 6675, 1486, -1428.5714, 433, 0
739, 4711, 5836, -204.0816, 529, 0
740, 4711, 575, -196.0784, 433, 0
741, 4711, 8214, -285.7143, 357, 0
742, 4711, 8214, -263.1579, 338, 0
743, 4711, 3021, -909.0909, 0, 0
744, 4711, 7967, -909.0909, 0, 0
745, 4711, 5993, -119.0476, 338, 0
746, 4711, 8804, -50.5051, 472, 0
747, 4513, 6831, -1000.0000, 0, 0
748, 2043, 1422, -1666.6667, 0, 0
749, 6714, 1808, -227.2727, 0, 0
750, 6371, 1808, -232.5581, 0, 0
751, 513, 2866, -120.4819, 395, 0
752, 4970, 9222, -28.5714, 657, 0
753, 4970, 9222, -26.4550, 657, 0
754, 4970, 2072, -166.6667, 1282, 0
755, 4970, 5461, -357.1429, 1414, 0
756, 4970, 8109, -74.6269, 1611, 0
757, 4970, 8109, -64.5161, 1381, 0
758, 7955, 707, -35.8423, 414, 0
759, 7955, 4816, -125.0000, 0, 0
760, 7955, 1866, -34.9650, 529, 0
761, 7955, 5488, -17.2712, 491, 0
762, 5093, 2467, -49.2611, 395, 0
763, 2328, 7178, -200.0000, 0, 0
764, 9180, 195, -75.7576, 357, 0
765, 9180, 3133, -37.0370, 395, 0
766, 292, 4544, -106.3830, 0, 0
767, 9002, 6737, -769.2308, 0, 0
768, 8439, 3758, -23.2558, 491, 0
769, 8439, 3758, -23.8663, 395, 0
770, 4974, 2940, -50.5051, 433, 0
771, 4974, 163, -31.7460, 433, 0
772, 747, 8507, -909.0909, 0, 0
773, 6909, 4914, -476.1905, 414, 0
774, 444, 4747, -238.0952, 0, 0
775, 1459, 6495, -105.2632, 0, 0
776, 1459, 2751, -62.8931, 0, 0
777, 3601, 4728, -322.5806, 0, 0
778, 1251, 6475, -2500.0000, 1381, 0
779, 1093, 6475, -2500.0000, 0, 0
780, 5709, 6475, -2500.0000, 1183, 0
781, 3825, 6475, -2500.0000, 0, 0
782, 1415, 3503, -238.0952, 0, 0
783, 4549, 3503, -263.1579, 0, 0
784, 3072, 639, -232.5581, 376, 0
785, 3072, 639, -250.0000, 395, 0
786, 5007, 4541, -36.3636, 1052, 0
787, 5007, 8195, -59.5238, 986, 0
788, 757, 964, -123.4568, 986, 0
789, 757, 964, -121.9512, 821, 0
790, 757, 3906, -86.9565, 1315, 0
791, 757, 3906, -76.9231, 1381, 0
792, 757, 8347, -63.2911, 1677, 0
793, 757, 2919, -35.9712, 1381, 0
794, 3758, 188, -35.3357, 300, 0
795, 3758, 2242, -29.4118, 0, 0
796, 3903, 4114, -16.7504, 0, 0
797, 5743, 6990, -16.4204, 0, 0
798, 8626, 8930, -30.4878, 453, 0
799, 8626, 2467, -30.1205, 491, 0
800, 2161, 5488, -27.6243, 338, 0
801, 2161, 7772, -17.7305, 319, 0
802, 5003, 6382, -434.7826, 300, 0
803, 6474, 4084, -91.7431, 472, 0
804, 6474, 4084, -80.0000, 491, 0
805, 6474, 53, -70.4225, 433, 0
806, 6474, 7259, -625.0000, 395, 0
807, 6474, 2475, -588.2353, 0, 0
808, 5334, 7577, -19.5312, 357, 0
809, 7961, 2288, -666.6667, 0, 0
810, 1592, 7098, -161.2903, 453, 0
811, 3187, 2079, -64.1026, 472, 0
812, 6041, 5926, -135.1351, 0, 0
813, 3697, 8486, -96.1538, 1447, 0
814, 3697, 7530, -98.0392, 1282, 0
815, 3697, 1502, -69.9301, 1776, 0
816, 3697, 1552, -49.5050, 1578, 0
817, 6952, 3793, -17.0068, 357, 0
818, 6738, 2526, -80.6452, 1151, 0
819, 6738, 2526, -71.4286, 1151, 0
820, 6738, 2365, -119.0476, 1052, 0
821, 6738, 2365, -116.2791, 887, 0
822, 6738, 3794, -94.3396, 1710, 0
823, 6738, 3613, -89.2857, 1513, 0
824, 6738, 6901, -38.7597, 1677, 0
825, 8180, 5106, -128.2051, 453, 0
826, 8180, 5106, -123.4568, 472, 0
827, 6240, 7165, -14.5985, 0, 0
828, 9222, 8721, -3333.3333, 0, 0
829, 9222, 8872, -3333.3333, 1677, 0
830, 9222, 8672, -112.3596, 1480, 0
831, 9222, 7164, -65.3595, 1348, 0
832, 5935, 7772, -27.7778, 491, 0
833, 3134, 3430, -29.6736, 357, 0
834, 3134, 1051, -28.6533, 414, 0
835, 283, 800, -714.2857, 0, 0
836, 283, 1077, -666.6667, 0, 0
837, 283, 4747, -222.2222, 433, 0
838, 3391, 5213, -24.6305, 281, 0
839, 3391, 115, -120.4819, 376, 0
840, 3391, 115, -103.0928, 529, 0
841, 4867, 5753, -166.6667, 319, 0
842, 7539, 6556, -79.3651, 376, 0
843, 7539, 871, -105.2632, 433, 0
844, 8893, 8874, -20.1207, 472, 0
845, 8893, 4505, -114.9425, 453, 0
846, 8893, 3436, -65.7895, 472, 0
847, 8893, 3436, -64.5161, 491, 0
848, 8893, 3436, -61.3497, 414, 0
849, 8893, 6556, -51.2821, 510, 0
850, 8893, 8765, -434.7826, 395, 0
851, 8893, 6619, -370.3704, 414, 0
852, 8165, 6734, -2000.0000, 0, 0
853, 1078, 6734, -3333.3333, 0, 0
854, 7988, 4231, -303.0303, 0, 0
855, 804, 2142, -178.5714, 433, 0
856, 804, 2142, -181.8182, 433, 0
857, 804, 7519, -50.5051, 433, 0
858, 804, 6744, -51.8135, 376, 0
859, 2286, 6802, -38.7597, 472, 0
860, 2286, 769, -38.4615, 414, 0
861, 3239, 1081, -47.6190, 1249, 0
862, 3239, 5983, -46.5116, 1282, 0
863, 3239, 8267, -20.0401, 953, 0
864, 3239, 960, -73.5294, 986, 0
865, 3239, 960, -65.3595, 789, 0
866, 3239, 3906, -33.1126, 1381, 0
867, 1539, 7361, -13.4771, 0, 0
868, 1539, 6852, -17.0358, 414, 0
869, 1539, 8515, -9.7087, 338, 0
870, 1539, 3166, -24.6914, 300, 0
871, 1539, 2676, -14.9925, 0, 0
872, 1539, 3793, -13.4048, 338, 0
873, 1539, 4529, -30.7692, 0, 0
874, 1539, 4234, -11.6279, 281, 0
875, 8628, 44, -46.7290, 491, 0
876, 8628, 6630, -125.0000, 300, 0
877, 8628, 6630, -128.2051, 338, 0
878, 8628, 1545, -344.8276, 395, 0
879, 8628, 4215, -303.0303, 395, 0
880, 7163, 1917, -60.6061, 300, 0
881, 7163, 5519, -47.8469, 300, 0
882, 7647, 225, -833.3333, 0, 0
883, 4864, 1397, -2000.0000, 0, 0
884, 7021, 7119, -33.8983, 319, 0
885, 7021, 3324, -88.4956, 491, 0
886, 1248, 163, -77.5194, 0, 0
887, 9045, 2457, -2500.0000, 0, 0
888, 8874, 3786, -64.1026, 433, 0
889, 5891, 5574, -81.3008, 281, 0
890, 5891, 7663, -42.9185, 300, 0
891, 5891, 4889, -166.6667, 414, 0
892, 3997, 1526, -1250.0000, 0, 0
893, 184, 1526, -1428.5714, 0, 0
894, 2972, 2088, -28.1690, 491, 0
895, 8676, 933, -28.8184, 0, 0
896, 8676, 933, -149.2537, 319, 0
897, 8676, 3643, -31.8471, 300, 0
898, 8704, 6723, -77.5194, 510, 0
899, 7047, 21, -1000.0000, 319, 0
900, 7047, 21, -714.2857, 0, 0
901, 7047, 1551, -63.6943, 453, 0
902, 7047, 4103, -322.5806, 414, 0
903, 7047, 7862, -120.4819, 453, 0
904, 7047, 5458, -126.5823, 472, 0
905, 5574, 5666, -64.9351, 414, 0
906, 6742, 5458, -909.0909, 281, 0
907, 5270, 7862, -909.0909, 0, 0
908, 7775, 3857, -26.0417, 529, 0
909, 6290, 3436, -120.4819, 338, 0
910, 3430, 401, -31.3480, 433, 0
911, 2967, 8976, -666.6667, 0, 0
912, 2967, 8976, -666.6667, 0, 0
913, 8976, 2481, -59.5238, 376, 0
914, 8976, 9108, -78.7402, 357, 0
915, 2056, 7520, -217.3913, 854, 0
916, 2056, 7520, -212.7660, 920, 0
917, 4084, 5340, -71.4286, 529, 0
918, 4084, 2319, -112.3596, 338, 0
919, 4084, 2878, -36.4964, 433, 0
920, 2597, 7422, -128.2051, 0, 0
921, 7183, 8931, -208.3333, 0, 0
922, 5379, 8931, -204.0816, 0, 0
923, 8128, 8931, -227.2727, 723, 0
924, 6337, 8931, -232.5581, 657, 0
925, 1237, 8931, -208.3333, 0, 0
926, 4127, 9173, -1250.0000, 338, 0
927, 4127, 7974, -769.2308, 395, 0
928, 2432, 4816, -13.3869, 529, 0
929, 2432, 1866, -17.2117, 300, 0
930, 2432, 8809, -256.4103, 433, 0
931, 2432, 5146, -12.8700, 338, 0
932, 2432, 6940, -18.6567, 472, 0
933, 2432, 1742, -232.5581, 319, 0
934, 5213, 8627, -22.7790, 0, 0
935, 5213, 174, -14.8810, 357, 0
936, 5213, 7437, -24.3309, 338, 0
937, 7342, 5940, -39.0625, 433, 0
938, 7342, 7495, -28.9017, 376, 0
939, 8808, 4816, -46.2963, 453, 0
940, 8808, 4816, -45.2489, 472, 0
941, 8808, 6053, -58.8235, 376, 0
942, 5764, 4189, -50.0000, 376, 0
943, 8507, 1973, -1111.1111, 0, 0
944, 1394, 1973, -1111.1111, 357, 0
945, 2898, 2128, -3333.3333, 0, 0
946, 4942, 8255, -22.9358, 0, 0
947, 4942, 4748, -163.9344, 414, 0
948, 3486, 3594, -48.3092, 338, 0
949, 3486, 4679, -24.3902, 0, 0
950, 4656, 4235, -49.7512, 376, 0
951, 4656, 4235, -50.7614, 376, 0
952, 7129, 5441, -416.6667, 0, 0
953, 7129, 5441, -416.6667, 0, 0
954, 8250, 5720, -50.7614, 433, 0
955, 8250, 5720, -49.7512, 395, 0
956, 6831, 6723, -357.1429, 453, 0
957, 6831, 5686, -78.1250, 414, 0
958, 2377, 805, -10.8342, 338, 0
959, 907, 9091, -2500.0000, 0, 0
960, 4056, 9091, -2500.0000, 281, 0
961, 6837, 2142, -2000.0000, 414, 0
962, 5666, 2641, -142.8571, 376, 0
963, 5666, 7577, -312.5000, 510, 0
964, 5666, 7577, -294.1176, 491, 0
965, 5666, 7577, -208.3333, 395, 0
966, 5666, 1629, -66.6667, 281, 0
967, 726, 687, -232.5581, 510, 0
968, 3526, 687, -270.2703, 0, 0
969, 6382, 2425, -142.8571, 0, 0
970, 6382, 2425, -144.9275, 433, 0
971, 6382, 5907, -46.0829, 0, 0
972, 6382, 5907, -52.0833, 0, 0
973, 6382, 5907, -51.5464, 472, 0
974, 7847, 9217, -46.9484, 0, 0
975, 2981, 1448, -51.0204, 0, 0
976, 5110, 5686, -120.4819, 376, 0
977, 2968, 5907, -121.9512, 453, 0
978, 5441, 2155, -65.3595, 529, 0
979, 5441, 8112, -62.5000, 0, 0
980, 5441, 2535, -357.1429, 433, 0
981, 5441, 7098, -80.6452, 0, 0
982, 5441, 7098, -86.2069, 0, 0
983, 5441, 7098, -93.4579, 453, 0
984, 5441, 3737, -188.6792, 319, 0
985, 5441, 5529, -185.1852, 0, 0
986, 5441, 5753, -84.7458, 433, 0
987, 9019, 6563, -1666.6667, 376, 0
988, 1341, 1101, -34.7222, 0, 0
989, 2797, 8291, -27.3224, 453, 0
990, 2797, 8367, -52.0833, 491, 0
991, 2797, 1100, -222.2222, 414, 0
992, 2797, 6887, -86.2069, 491, 0
993, 4939, 6880, -303.0303, 433, 0
994, 7738, 6982, -15.6986, 0, 0
995, 6565, 3121, -21.0526, 0, 0
996, 8707, 280, -113.6364, 453, 0
997, 8707, 2510, -13.2979, 0, 0
998, 1625, 766, -666.6667, 0, 0
999, 8411, 6232, -2000.0000, 0, 0
1000, 3951, 1397, -72.9927, 0, 0
1001, 964, 7282, -59.1716, 1183, 0
1002, 964, 7282, -68.4932, 1315, 0
1003, 964, 6475, -121.9512, 887, 0
1004, 964, 6475, -125.0000, 1183, 0
1005, 5658, 5420, -78.7402, 1282, 0
1006, 5658, 8267, -20.2429, 1644, 0
1007, 5658, 7328, -46.7290, 0, 0
1008, 5658, 7328, -45.8716, 0, 0
1009, 5658, 7164, -48.5437, 1118, 0
1010, 5550, 410, -96.1538, 510, 0
1011, 5550, 7579, -45.8716, 338, 0
1012, 5550, 7579, -48.7805, 395, 0
1013, 5550, 4189, -20.0401, 357, 0
1014, 7282, 4196, -84.0336, 789, 0
1015, 1526, 3916, -20.3252, 338, 0
1016, 1526, 4747, -80.6452, 338, 0
1017, 1526, 4747, -65.7895, 319, 0
1018, 4541, 3346, -30.4878, 1414, 0
1019, 4541, 3346, -25.1889, 920, 0
1020, 1343, 3346, -26.8817, 1447, 0
1021, 3680, 2719, -1428.5714, 0, 0
1022, 3680, 2719, -1000.0000, 0, 0
1023, 3680, 2719, -1250.0000, 0, 0
1024, 3680, 795, -1250.0000, 0, 0
1025, 3680, 4880, -56.8182, 0, 0
1026, 3680, 1868, -48.3092, 0, 0
1027, 7464, 5564, -1666.6667, 0, 0
1028, 7464, 7036, -1250.0000, 281, 0
1029, 7464, 5940, -50.5051, 376, 0
1030, 7464, 7495, -31.2500, 433, 0
1031, 4850, 2886, -86.2069, 433, 0
1032, 4850, 7049, -53.1915, 414, 0
1033, 2510, 6146, -357.1429, 0, 0
1034, 90, 1860, -40.9836, 510, 0
1035, 90, 1860, -48.3092, 491, 0
1036, 2142, 3276, -666.6667, 0, 0
1037, 2142, 3545, -90.0901, 0, 0
1038, 2142, 6842, -55.5556, 319, 0
1039, 2142, 6744, -32.8947, 338, 0
1040, 2142, 7635, -769.2308, 414, 0
1041, 9091, 1040, -55.8659, 319, 0
1042, 2457, 6178, -2500.0000, 0, 0
1043, 1422, 1462, -204.0816, 0, 0
1044, 1422, 7772, -12.9366, 376, 0
1045, 7881, 5365, -25.3165, 357, 0
1046, 7881, 6982, -15.7480, 300, 0
1047, 6926, 3327, -232.5581, 510, 0
1048, 1959, 615, -161.2903, 0, 0
1049, 6455, 1262, -454.5455, 319, 0
1050, 803, 6982, -16.3666, 338, 0
1051, 803, 5918, -16.3666, 319, 0
1052, 7624, 3070, -61.3497, 300, 0
1053, 500, 1547, -181.8182, 0, 0
1054, 500, 5237, -27.0270, 319, 0
1055, 500, 772, -58.1395, 453, 0
1056, 500, 8950, -72.9927, 395, 0
1057, 2754, 2079, -68.0272, 357, 0
1058, 2754, 2229, -45.0450, 357, 0
1059, 2754, 7049, -98.0392, 491, 0
1060, 4118, 7873, -25.0627, 0, 0
1061, 4118, 3865, -163.9344, 0, 0
1062, 1754, 8486, -51.8135, 1480, 0
1063, 1754, 7530, -50.7614, 1381, 0
1064, 1754, 7778, -69.9301, 1578, 0
1065, 1754, 6897, -68.4932, 1348, 0
1066, 1754, 960, -49.7512, 1019, 0
1067, 1754, 960, -48.7805, 821, 0
1068, 3857, 4491, -23.6967, 472, 0
1069, 3857, 6010, -204.0816, 0, 0
1070, 3857, 6940, -41.1523, 491, 0
1071, 858, 1642, -666.6667, 0, 0
1072, 3028, 809, -666.6667, 1776, 0
1073, 4819, 1642, -588.2353, 1776, 0
1074, 2035, 809, -588.2353, 0, 0
1075, 3869, 1642, -588.2353, 1809, 0
1076, 3741, 809, -588.2353, 1809, 0
1077, 742, 687, -175.4386, 0, 0
1078, 2910, 7098, -196.0784, 0, 0
1079, 5688, 6231, -153.8462, 0, 0
1080, 5182, 5455, -344.8276, 0, 0
1081, 707, 5695, -26.7380, 376, 0
1082, 3814, 954, -149.2537, 357, 0
1083, 2313, 2438, -151.5152, 0, 0
1084, 195, 2985, -72.4638, 357, 0
1085, 2518, 3513, -37.3134, 1513, 0
1086, 2518, 3346, -52.0833, 1249, 0
1087, 4544, 601, -22.6757, 0, 0
1088, 4544, 3241, -21.1864, 357, 0
1089, 4544, 7338, -119.0476, 0, 0
1090, 3069, 1538, -526.3158, 0, 0
1091, 3069, 1538, -526.3158, 0, 0
1092, 6115, 4729, -66.2252, 491, 0
1093, 3344, 6616, -61.3497, 433, 0
1094, 3809, 5616, -92.5926, 491, 0
1095, 3809, 6691, -121.9512, 281, 0
1096, 3809, 6691, -113.6364, 0, 0
1097, 1326, 892, -69.9301, 0, 0
1098, 601, 616, -54.3478, 395, 0
1099, 3496, 1551, -54.9451, 338, 0
1100, 4925, 2230, -270.2703, 0, 0
1101, 8057, 5907, -212.7660, 0, 0
1102, 5354, 5907, -208.3333, 0, 0
1103, 3674, 616, -64.5161, 491, 0
1104, 3674, 7338, -65.7895, 0, 0
1105, 5836, 5083, -250.0000, 319, 0
1106, 5836, 7576, -370.3704, 0, 0
1107, 5836, 3191, -322.5806, 395, 0
1108, 5836, 3488, -84.7458, 0, 0
1109, 5836, 1578, -95.2381, 0, 0
1110, 575, 5300, -285.7143, 414, 0
1111, 3929, 9173, -1428.5714, 0, 0
1112, 2089, 3818, -1428.5714, 0, 0
1113, 2089, 6232, -2000.0000, 0, 0
1114, 2089, 1643, -769.2308, 395, 0
1115, 2089, 6253, -3333.3333, 0, 0
1116, 2089, 6684, -454.5455, 281, 0
1117, 2089, 8151, -625.0000, 433, 0
1118, 5067, 449, -357.1429, 1348, 0
1119, 5067, 449, -370.3704, 1447, 0
1120, 7641, 3037, -476.1905, 472, 0
1121, 7641, 3037, -434.7826, 433, 0
1122, 3191, 2340, -303.0303, 0, 0
1123, 3191, 8711, -294.1176, 0, 0
1124, 8104, 8722, -454.5455, 491, 0
1125, 2644, 9191, -434.7826, 0, 0
1126, 4128, 8522, -3333.3333, 414, 0
1127, 604, 7522, -99.0099, 1513, 0
1128, 604, 4000, -68.4932, 1447, 0
1129, 2155, 9021, -102.0408, 414, 0
1130, 2155, 9021, -90.0901, 0, 0
1131, 2155, 2042, -714.2857, 0, 0
1132, 2155, 687, -57.8035, 510, 0
1133, 2155, 3520, -833.3333, 338, 0
1134, 2155, 4729, -74.6269, 433, 0
1135, 2641, 4889, -74.0741, 414, 0
1136, 9067, 9051, -200.0000, 453, 0
1137, 6969, 5573, -166.6667, 281, 0
1138, 666, 1494, -37.5940, 1348, 0
1139, 666, 2732, -26.8817, 1414, 0
1140, 666, 4550, -27.3973, 1381, 0
1141, 666, 1607, -400.0000, 1151, 0
1142, 666, 2093, -153.8462, 1545, 0
1143, 3565, 2177, -23.8095, 281, 0
1144, 3565, 2841, -192.3077, 300, 0
1145, 3611, 7972, -71.9424, 414, 0
1146, 3611, 2481, -119.0476, 453, 0
1147, 5420, 7164, -119.0476, 1249, 0
1148, 7119, 2078, -56.1798, 414, 0
1149, 7119, 7873, -16.7504, 319, 0
1150, 7422, 7519, -125.0000, 281, 0
1151, 7422, 6744, -67.1141, 472, 0
1152, 1026, 1860, -15.6006, 395, 0
1153, 4765, 3327, -188.6792, 338, 0
1154, 6036, 6921, -178.5714, 1315, 0
1155, 8670, 7069, -51.2821, 395, 0
1156, 8670, 7069, -52.0833, 319, 0
1157, 8670, 2866, -43.6681, 281, 0
1158, 4032, 6450, -67.1141, 300, 0
1159, 4032, 5738, -73.5294, 300, 0
1160, 7327, 2481, -84.0336, 0, 0
1161, 7327, 8189, -277.7778, 300, 0
1162, 7474, 1584, -1000.0000, 300, 0
1163, 8947, 3390, -2000.0000, 0, 0
1164, 1808, 6384, -38.0228, 319, 0
1165, 4624, 6031, -526.3158, 0, 0
1166, 1721, 3558, -1428.5714, 0, 0
1167, 7694, 3865, -1666.6667, 0, 0
1168, 9181, 6723, -1000.0000, 0, 0
1169, 8373, 8748, -48.3092, 433, 0
1170, 8373, 8475, -312.5000, 472, 0
1171, 8373, 8475, -303.0303, 414, 0
1172, 5630, 6639, -57.1429, 491, 0
1173, 5630, 1187, -52.6316, 433, 0
1174, 5630, 7274, -27.3973, 0, 0
1175, 5630, 8992, -31.0559, 338, 0
1176, 5630, 7266, -44.2478, 376, 0
1177, 3492, 6734, -17.2117, 357, 0
1178, 3492, 1015, -27.1739, 395, 0
1179, 3492, 8310, -555.5556, 453, 0
1180, 1980, 6570, -136.9863, 510, 0
1181, 9137, 749, -19.3424, 529, 0
1182, 7522, 2183, -43.8596, 1611, 0
1183, 7571, 3916, -69.4444, 0, 0
1184, 7571, 6891, -117.6471, 453, 0
1185, 2526, 6199, -69.9301, 1414, 0
1186, 2526, 6199, -71.4286, 1776, 0
1187, 1483, 3649, -18.9394, 529, 0
1188, 2365, 6199, -36.4964, 854, 0
1189, 2365, 6199, -37.3134, 1118, 0
1190, 2365, 4141, -48.5437, 657, 0
1191, 2365, 1311, -89.2857, 854, 0
1192, 8316, 174, -121.9512, 529, 0
1193, 174, 6430, -17.9856, 395, 0
1194, 5340, 7892, -131.5789, 376, 0
1195, 5340, 561, -555.5556, 0, 0
1196, 5340, 8843, -5000.0000, 0, 0
1197, 5340, 8843, -5000.0000, 0, 0
1198, 5340, 4239, -44.0529, 433, 0
1199, 3866, 1860, -43.1034, 357, 0
1200, 3866, 5395, -71.4286, 319, 0
1201, 7042, 2177, -63.2911, 472, 0
1202, 8672, 7164, -128.2051, 657, 0
1203, 1860, 7772, -55.2486, 0, 0
1204, 1860, 7772, -46.7290, 0, 0
1205, 4885, 2928, -5000.0000, 281, 0
1206, 4157, 2928, -5000.0000, 0, 0
1207, 4432, 2928, -5000.0000, 0, 0
1208, 2072, 5983, -38.6100, 1381, 0
1209, 3450, 6552, -117.6471, 433, 0
1210, 3956, 7507, -62.5000, 0, 0
1211, 5286, 1838, -3333.3333, 0, 0
1212, 5571, 2230, -3333.3333, 0, 0
1213, 2078, 8005, -129.8701, 472, 0
1214, 639, 6351, -14.8368, 529, 0
1215, 639, 2749, -217.3913, 338, 0
1216, 639, 9130, -104.1667, 376, 0
1217, 410, 4189, -46.0829, 376, 0
1218, 1494, 5781, -133.3333, 1183, 0
1219, 583, 6616, -107.5269, 433, 0
1220, 583, 6031, -76.3359, 414, 0
1221, 1746, 7507, -90.9091, 0, 0
1222, 3276, 7635, -2500.0000, 319, 0
1223, 1105, 196, -2500.0000, 281, 0
1224, 8522, 7132, -588.2353, 453, 0
1225, 8522, 5351, -40.1606, 357, 0
1226, 8763, 7056, -41.4938, 854, 0
1227, 8763, 8825, -40.6504, 756, 0
1228, 8763, 6889, -384.6154, 1315, 0
1229, 8763, 6889, -416.6667, 1414, 0
1230, 8763, 8887, -44.0529, 1414, 0
1231, 8763, 8887, -47.6190, 1447, 0
1232, 8763, 8487, -93.4579, 0, 0
1233, 8748, 8475, -38.3142, 453, 0
1234, 217, 6785, -48.5437, 414, 0
1235, 217, 6785, -54.6448, 414, 0
1236, 217, 1179, -217.3913, 300, 0
1237, 217, 2575, -256.4103, 319, 0
1238, 217, 7274, -25.6410, 414, 0
1239, 7972, 8189, -48.0769, 453, 0
1240, 7972, 8189, -51.8135, 414, 0
1241, 7972, 1039, -76.3359, 0, 0
1242, 7253, 7840, -114.9425, 0, 0
1243, 4395, 8913, -250.0000, 319, 0
1244, 4395, 4852, -133.3333, 338, 0
1245, 2795, 1183, -172.4138, 0, 0
1246, 2795, 1183, -153.8462, 0, 0
1247, 1305, 6291, -39.0625, 376, 0
1248, 1305, 6982, -42.7350, 338, 0
1249, 2732, 1798, -50.2513, 1381, 0
1250, 2732, 3346, -31.0559, 1480, 0
1251, 4550, 3346, -31.7460, 1480, 0
